# Dataset from Wang+2022 (2211.05668)
# R0=
# R[kpc]  v[km/s] sigma_v[km/s]
9.5  221.3  2.5
10.5  222.6  2.4
11.5  220.5  2.4
12.5  222.9  2.4
13.5  224.1  2.2
14.5  220.7  2.3
15.5  218.1  2.3
16.5  215.5  2.4
17.5  213.0  2.6
18.5  209.4  2.9
19.5  205.4  3.1
20.5  201.8  2.7
21.5  198.4  3.3
22.5  194.3  3.5
23.5  193.7  2.4
24.5  194.4  2.1
25.5  178.5  7.4
26.5  175.5  5.8
27.5  175.3  7.7
