# Data taken from table 1 (Ablimit et al 2020)
# 3D velocity method
4.56  230.15  7.15
5.32  234.93  8.01
6.11  237.41  5.97
6.97  236.21  4.67
7.78  234.02  3.77
8.59  232.51  2.68
9.33  231.42  2.17
10.11  231.61  1.99
10.88  229.08  1.95
11.67  226.93  2.04
12.36  226.61  1.55
13.04  225.63  2.11
13.86  226.36  1.61
14.61  225.87  2.21
15.42  226.13  2.09
16.26  223.29  2.56
17.04  219.46  0.30
17.87  210.68  2.72
18.62  216.15  4.76
