# Data taken from table 1 (Ablimit et al 2020)
# proper motion method
4.2  234.11  3.96
4.8  241.24  2.75
5.6  246.45  2.61
6.5  244.43  3.49
7.5  242.69  7.35
8.5  213.65  1.91
9.5  206.04  2.03
10.5  207.26  2.21
11.5  213.31  2.39
12.5  210.75  2.37
13.5  211.49  2.38
14.5  214.88  2.49
15.5  219.08  2.58
16.5  212.45  2.49
17.5  210.62  2.62
18.5  211.14  2.42
